"","x"
"7194","ENSG00000142168"
"7195","ENSG00000142173"
"7196","ENSG00000142178"
"7197","ENSG00000142185"
"7198","ENSG00000142186"
"7199","ENSG00000142188"
"7200","ENSG00000142192"
"7201","ENSG00000142197"
"7202","ENSG00000142207"
"7203","ENSG00000142208"
"7204","ENSG00000142227"
"7205","ENSG00000142230"
"7206","ENSG00000142233"
"7207","ENSG00000142235"
"7208","ENSG00000142252"
"7209","ENSG00000142273"
"7210","ENSG00000142279"
"7211","ENSG00000142303"
"7212","ENSG00000142327"
"7213","ENSG00000142330"
"7214","ENSG00000142347"
"7215","ENSG00000142396"
"7216","ENSG00000142408"
"7217","ENSG00000142409"
"7218","ENSG00000142444"
"7219","ENSG00000142453"
"7220","ENSG00000142459"
"7221","ENSG00000142484"
"7222","ENSG00000142494"
"7223","ENSG00000142507"
"7224","ENSG00000142511"
"7225","ENSG00000142512"
"7226","ENSG00000142528"
"7227","ENSG00000142530"
"7228","ENSG00000142534"
"7229","ENSG00000142541"
"7230","ENSG00000142544"
"7231","ENSG00000142546"
"7232","ENSG00000142549"
"7233","ENSG00000142552"
"7234","ENSG00000142556"
"7235","ENSG00000142583"
"7236","ENSG00000142599"
"7237","ENSG00000142606"
"7238","ENSG00000142611"
"7239","ENSG00000142621"
"7240","ENSG00000142627"
"7241","ENSG00000142632"
"7242","ENSG00000142634"
"7243","ENSG00000142655"
"7244","ENSG00000142657"
"7245","ENSG00000142661"
"7246","ENSG00000142669"
"7247","ENSG00000142675"
"7248","ENSG00000142676"
"7249","ENSG00000142686"
"7250","ENSG00000142687"
"7251","ENSG00000142694"
"7252","ENSG00000142731"
"7253","ENSG00000142733"
"7254","ENSG00000142748"
"7255","ENSG00000142751"
"7256","ENSG00000142765"
"7257","ENSG00000142784"
"7258","ENSG00000142794"
"7259","ENSG00000142798"
"7260","ENSG00000142856"
"7261","ENSG00000142864"
"7262","ENSG00000142867"
"7263","ENSG00000142871"
"7264","ENSG00000142875"
"7265","ENSG00000142892"
"7266","ENSG00000142910"
"7267","ENSG00000142920"
"7268","ENSG00000142937"
"7269","ENSG00000142945"
"7270","ENSG00000142949"
"7271","ENSG00000142959"
"7272","ENSG00000142961"
"7273","ENSG00000142973"
"7274","ENSG00000143001"
"7275","ENSG00000143013"
"7276","ENSG00000143028"
"7277","ENSG00000143033"
"7278","ENSG00000143036"
"7279","ENSG00000143061"
"7280","ENSG00000143067"
"7281","ENSG00000143079"
"7282","ENSG00000143093"
"7283","ENSG00000143106"
"7284","ENSG00000143110"
"7285","ENSG00000143119"
"7286","ENSG00000143126"
"7287","ENSG00000143127"
"7288","ENSG00000143140"
"7289","ENSG00000143147"
"7290","ENSG00000143149"
"7291","ENSG00000143153"
"7292","ENSG00000143155"
"7293","ENSG00000143156"
"7294","ENSG00000143157"
"7295","ENSG00000143158"
"7296","ENSG00000143162"
"7297","ENSG00000143164"
"7298","ENSG00000143178"
"7299","ENSG00000143179"
"7300","ENSG00000143183"
"7301","ENSG00000143190"
"7302","ENSG00000143195"
"7303","ENSG00000143198"
"7304","ENSG00000143199"
"7305","ENSG00000143207"
"7306","ENSG00000143217"
"7307","ENSG00000143222"
"7308","ENSG00000143224"
"7309","ENSG00000143226"
"7310","ENSG00000143228"
"7311","ENSG00000143248"
"7312","ENSG00000143252"
"7313","ENSG00000143256"
"7314","ENSG00000143257"
"7315","ENSG00000143258"
"7316","ENSG00000143294"
"7317","ENSG00000143303"
"7318","ENSG00000143314"
"7319","ENSG00000143315"
"7320","ENSG00000143318"
"7321","ENSG00000143319"
"7322","ENSG00000143320"
"7323","ENSG00000143321"
"7324","ENSG00000143322"
"7325","ENSG00000143324"
"7326","ENSG00000143333"
"7327","ENSG00000143337"
"7328","ENSG00000143340"
"7329","ENSG00000143341"
"7330","ENSG00000143344"
"7331","ENSG00000143353"
"7332","ENSG00000143363"
"7333","ENSG00000143365"
"7334","ENSG00000143367"
"7335","ENSG00000143368"
"7336","ENSG00000143369"
"7337","ENSG00000143373"
"7338","ENSG00000143374"
"7339","ENSG00000143375"
"7340","ENSG00000143376"
"7341","ENSG00000143379"
"7342","ENSG00000143382"
"7343","ENSG00000143384"
"7344","ENSG00000143387"
"7345","ENSG00000143390"
"7346","ENSG00000143393"
"7347","ENSG00000143398"
"7348","ENSG00000143401"
"7349","ENSG00000143409"
"7350","ENSG00000143412"
"7351","ENSG00000143416"
"7352","ENSG00000143418"
"7353","ENSG00000143420"
"7354","ENSG00000143429"
"7355","ENSG00000143434"
"7356","ENSG00000143436"
"7357","ENSG00000143437"
"7358","ENSG00000143442"
"7359","ENSG00000143443"
"7360","ENSG00000143450"
"7361","ENSG00000143457"
"7362","ENSG00000143458"
"7363","ENSG00000143466"
"7364","ENSG00000143469"
"7365","ENSG00000143476"
"7366","ENSG00000143479"
"7367","ENSG00000143486"
"7368","ENSG00000143493"
"7369","ENSG00000143494"
"7370","ENSG00000143498"
"7371","ENSG00000143499"
"7372","ENSG00000143502"
"7373","ENSG00000143507"
"7374","ENSG00000143514"
"7375","ENSG00000143515"
"7376","ENSG00000143537"
"7377","ENSG00000143543"
"7378","ENSG00000143545"
"7379","ENSG00000143546"
"7380","ENSG00000143549"
"7381","ENSG00000143553"
"7382","ENSG00000143554"
"7383","ENSG00000143569"
"7384","ENSG00000143570"
"7385","ENSG00000143575"
"7386","ENSG00000143578"
"7387","ENSG00000143590"
"7388","ENSG00000143603"
"7389","ENSG00000143612"
"7390","ENSG00000143614"
"7391","ENSG00000143621"
"7392","ENSG00000143622"
"7393","ENSG00000143624"
"7394","ENSG00000143630"
"7395","ENSG00000143631"
"7396","ENSG00000143632"
"7397","ENSG00000143633"
"7398","ENSG00000143641"
"7399","ENSG00000143643"
"7400","ENSG00000143653"
"7401","ENSG00000143669"
"7402","ENSG00000143674"
"7403","ENSG00000143702"
"7404","ENSG00000143727"
"7405","ENSG00000143740"
"7406","ENSG00000143742"
"7407","ENSG00000143748"
"7408","ENSG00000143751"
"7409","ENSG00000143753"
"7410","ENSG00000143756"
"7411","ENSG00000143761"
"7412","ENSG00000143771"
"7413","ENSG00000143772"
"7414","ENSG00000143774"
"7415","ENSG00000143776"
"7416","ENSG00000143786"
"7417","ENSG00000143793"
"7418","ENSG00000143797"
"7419","ENSG00000143799"
"7420","ENSG00000143801"
"7421","ENSG00000143811"
"7422","ENSG00000143815"
"7423","ENSG00000143816"
"7424","ENSG00000143819"
"7425","ENSG00000143842"
"7426","ENSG00000143845"
"7427","ENSG00000143847"
"7428","ENSG00000143850"
"7429","ENSG00000143851"
"7430","ENSG00000143858"
"7431","ENSG00000143862"
"7432","ENSG00000143867"
"7433","ENSG00000143870"
"7434","ENSG00000143878"
"7435","ENSG00000143882"
"7436","ENSG00000143889"
"7437","ENSG00000143891"
"7438","ENSG00000143919"
"7439","ENSG00000143924"
"7440","ENSG00000143933"
"7441","ENSG00000143942"
"7442","ENSG00000143947"
"7443","ENSG00000143951"
"7444","ENSG00000143952"
"7445","ENSG00000143954"
"7446","ENSG00000143970"
"7447","ENSG00000143971"
"7448","ENSG00000143977"
"7449","ENSG00000143994"
"7450","ENSG00000143995"
"7451","ENSG00000144021"
"7452","ENSG00000144026"
"7453","ENSG00000144028"
"7454","ENSG00000144029"
"7455","ENSG00000144031"
"7456","ENSG00000144034"
"7457","ENSG00000144036"
"7458","ENSG00000144040"
"7459","ENSG00000144043"
"7460","ENSG00000144045"
"7461","ENSG00000144048"
"7462","ENSG00000144057"
"7463","ENSG00000144061"
"7464","ENSG00000144063"
"7465","ENSG00000144115"
"7466","ENSG00000144118"
"7467","ENSG00000144119"
"7468","ENSG00000144120"
"7469","ENSG00000144134"
"7470","ENSG00000144136"
"7471","ENSG00000144140"
"7472","ENSG00000144152"
"7473","ENSG00000144158"
"7474","ENSG00000144161"
"7475","ENSG00000144182"
"7476","ENSG00000144188"
"7477","ENSG00000144199"
"7478","ENSG00000144214"
"7479","ENSG00000144218"
"7480","ENSG00000144224"
"7481","ENSG00000144228"
"7482","ENSG00000144229"
"7483","ENSG00000144230"
"7484","ENSG00000144231"
"7485","ENSG00000144233"
"7486","ENSG00000144283"
"7487","ENSG00000144306"
"7488","ENSG00000144320"
"7489","ENSG00000144354"
"7490","ENSG00000144355"
"7491","ENSG00000144357"
"7492","ENSG00000144362"
"7493","ENSG00000144366"
"7494","ENSG00000144369"
"7495","ENSG00000144381"
"7496","ENSG00000144395"
"7497","ENSG00000144401"
"7498","ENSG00000144406"
"7499","ENSG00000144410"
"7500","ENSG00000144426"
"7501","ENSG00000144445"
"7502","ENSG00000144451"
"7503","ENSG00000144452"
"7504","ENSG00000144455"
"7505","ENSG00000144468"
"7506","ENSG00000144476"
"7507","ENSG00000144481"
"7508","ENSG00000144485"
"7509","ENSG00000144488"
"7510","ENSG00000144504"
"7511","ENSG00000144524"
"7512","ENSG00000144535"
"7513","ENSG00000144550"
"7514","ENSG00000144554"
"7515","ENSG00000144559"
"7516","ENSG00000144560"
"7517","ENSG00000144566"
"7518","ENSG00000144567"
"7519","ENSG00000144579"
"7520","ENSG00000144580"
"7521","ENSG00000144583"
"7522","ENSG00000144589"
"7523","ENSG00000144591"
"7524","ENSG00000144596"
"7525","ENSG00000144597"
"7526","ENSG00000144619"
"7527","ENSG00000144635"
"7528","ENSG00000144642"
"7529","ENSG00000144644"
"7530","ENSG00000144645"
"7531","ENSG00000144647"
"7532","ENSG00000144648"
"7533","ENSG00000144649"
"7534","ENSG00000144655"
"7535","ENSG00000144659"
"7536","ENSG00000144668"
"7537","ENSG00000144674"
"7538","ENSG00000144677"
"7539","ENSG00000144681"
"7540","ENSG00000144711"
"7541","ENSG00000144712"
"7542","ENSG00000144713"
"7543","ENSG00000144724"
"7544","ENSG00000144730"
"7545","ENSG00000144736"
"7546","ENSG00000144741"
"7547","ENSG00000144744"
"7548","ENSG00000144746"
"7549","ENSG00000144747"
"7550","ENSG00000144749"
"7551","ENSG00000144791"
"7552","ENSG00000144792"
"7553","ENSG00000144802"
"7554","ENSG00000144810"
"7555","ENSG00000144815"
"7556","ENSG00000144821"
"7557","ENSG00000144824"
"7558","ENSG00000144827"
"7559","ENSG00000144834"
"7560","ENSG00000144837"
"7561","ENSG00000144840"
"7562","ENSG00000144843"
"7563","ENSG00000144847"
"7564","ENSG00000144848"
"7565","ENSG00000144857"
"7566","ENSG00000144867"
"7567","ENSG00000144868"
"7568","ENSG00000144891"
"7569","ENSG00000144893"
"7570","ENSG00000144895"
"7571","ENSG00000144908"
"7572","ENSG00000144909"
"7573","ENSG00000144935"
"7574","ENSG00000144959"
"7575","ENSG00000145002"
"7576","ENSG00000145012"
"7577","ENSG00000145014"
"7578","ENSG00000145016"
"7579","ENSG00000145020"
"7580","ENSG00000145022"
"7581","ENSG00000145029"
"7582","ENSG00000145040"
"7583","ENSG00000145041"
"7584","ENSG00000145050"
"7585","ENSG00000145063"
"7586","ENSG00000145075"
"7587","ENSG00000145087"
"7588","ENSG00000145088"
"7589","ENSG00000145103"
"7590","ENSG00000145113"
"7591","ENSG00000145147"
"7592","ENSG00000145191"
"7593","ENSG00000145194"
"7594","ENSG00000145198"
"7595","ENSG00000145214"
"7596","ENSG00000145216"
"7597","ENSG00000145217"
"7598","ENSG00000145220"
"7599","ENSG00000145241"
"7600","ENSG00000145244"
"7601","ENSG00000145246"
"7602","ENSG00000145247"
"7603","ENSG00000145248"
"7604","ENSG00000145283"
"7605","ENSG00000145284"
"7606","ENSG00000145293"
"7607","ENSG00000145331"
"7608","ENSG00000145332"
"7609","ENSG00000145335"
"7610","ENSG00000145348"
"7611","ENSG00000145349"
"7612","ENSG00000145354"
"7613","ENSG00000145358"
"7614","ENSG00000145362"
"7615","ENSG00000145365"
"7616","ENSG00000145375"
"7617","ENSG00000145386"
"7618","ENSG00000145388"
"7619","ENSG00000145390"
"7620","ENSG00000145391"
"7621","ENSG00000145414"
"7622","ENSG00000145416"
"7623","ENSG00000145423"
"7624","ENSG00000145425"
"7625","ENSG00000145428"
"7626","ENSG00000145431"
"7627","ENSG00000145439"
"7628","ENSG00000145476"
"7629","ENSG00000145494"
"7630","ENSG00000145495"
"7631","ENSG00000145506"
"7632","ENSG00000145526"
"7633","ENSG00000145536"
"7634","ENSG00000145545"
"7635","ENSG00000145555"
"7636","ENSG00000145569"
"7637","ENSG00000145592"
"7638","ENSG00000145604"
"7639","ENSG00000145623"
"7640","ENSG00000145632"
"7641","ENSG00000145675"
"7642","ENSG00000145685"
"7643","ENSG00000145687"
"7644","ENSG00000145700"
"7645","ENSG00000145703"
"7646","ENSG00000145708"
"7647","ENSG00000145715"
"7648","ENSG00000145723"
"7649","ENSG00000145725"
"7650","ENSG00000145730"
"7651","ENSG00000145734"
"7652","ENSG00000145736"
"7653","ENSG00000145740"
"7654","ENSG00000145741"
"7655","ENSG00000145743"
"7656","ENSG00000145757"
"7657","ENSG00000145777"
"7658","ENSG00000145779"
"7659","ENSG00000145780"
"7660","ENSG00000145781"
"7661","ENSG00000145782"
"7662","ENSG00000145808"
"7663","ENSG00000145817"
"7664","ENSG00000145819"
"7665","ENSG00000145833"
"7666","ENSG00000145860"
"7667","ENSG00000145861"
"7668","ENSG00000145868"
"7669","ENSG00000145882"
"7670","ENSG00000145901"
"7671","ENSG00000145907"
"7672","ENSG00000145908"
"7673","ENSG00000145911"
"7674","ENSG00000145912"
"7675","ENSG00000145916"
"7676","ENSG00000145919"
"7677","ENSG00000145920"
"7678","ENSG00000145934"
"7679","ENSG00000145936"
"7680","ENSG00000145945"
"7681","ENSG00000145949"
"7682","ENSG00000145965"
"7683","ENSG00000145975"
"7684","ENSG00000145979"
"7685","ENSG00000145982"
"7686","ENSG00000145990"
"7687","ENSG00000145996"
"7688","ENSG00000146001"
"7689","ENSG00000146005"
"7690","ENSG00000146007"
"7691","ENSG00000146021"
"7692","ENSG00000146038"
"7693","ENSG00000146054"
"7694","ENSG00000146063"
"7695","ENSG00000146066"
"7696","ENSG00000146067"
"7697","ENSG00000146070"
"7698","ENSG00000146072"
"7699","ENSG00000146083"
"7700","ENSG00000146085"
"7701","ENSG00000146094"
"7702","ENSG00000146109"
"7703","ENSG00000146112"
"7704","ENSG00000146122"
"7705","ENSG00000146143"
"7706","ENSG00000146151"
"7707","ENSG00000146192"
"7708","ENSG00000146197"
"7709","ENSG00000146205"
"7710","ENSG00000146215"
"7711","ENSG00000146216"
"7712","ENSG00000146223"
"7713","ENSG00000146232"
"7714","ENSG00000146233"
"7715","ENSG00000146242"
"7716","ENSG00000146243"
"7717","ENSG00000146247"
"7718","ENSG00000146250"
"7719","ENSG00000146263"
"7720","ENSG00000146267"
"7721","ENSG00000146278"
"7722","ENSG00000146281"
"7723","ENSG00000146282"
"7724","ENSG00000146350"
"7725","ENSG00000146373"
"7726","ENSG00000146374"
"7727","ENSG00000146376"
"7728","ENSG00000146386"
"7729","ENSG00000146409"
"7730","ENSG00000146410"
"7731","ENSG00000146411"
"7732","ENSG00000146414"
"7733","ENSG00000146416"
"7734","ENSG00000146425"
"7735","ENSG00000146426"
"7736","ENSG00000146433"
"7737","ENSG00000146457"
"7738","ENSG00000146463"
"7739","ENSG00000146469"
"7740","ENSG00000146476"
"7741","ENSG00000146477"
"7742","ENSG00000146530"
"7743","ENSG00000146535"
"7744","ENSG00000146540"
"7745","ENSG00000146555"
"7746","ENSG00000146556"
"7747","ENSG00000146574"
"7748","ENSG00000146576"
"7749","ENSG00000146587"
"7750","ENSG00000146592"
"7751","ENSG00000146648"
"7752","ENSG00000146670"
"7753","ENSG00000146674"
"7754","ENSG00000146676"
"7755","ENSG00000146677"
"7756","ENSG00000146700"
"7757","ENSG00000146701"
"7758","ENSG00000146707"
"7759","ENSG00000146722"
"7760","ENSG00000146729"
"7761","ENSG00000146731"
"7762","ENSG00000146733"
"7763","ENSG00000146755"
"7764","ENSG00000146757"
"7765","ENSG00000146776"
"7766","ENSG00000146802"
"7767","ENSG00000146826"
"7768","ENSG00000146828"
"7769","ENSG00000146830"
"7770","ENSG00000146833"
"7771","ENSG00000146834"
"7772","ENSG00000146842"
"7773","ENSG00000146856"
"7774","ENSG00000146858"
"7775","ENSG00000146859"
"7776","ENSG00000146872"
"7777","ENSG00000146904"
"7778","ENSG00000146909"
"7779","ENSG00000146918"
"7780","ENSG00000146938"
"7781","ENSG00000146950"
"7782","ENSG00000146955"
"7783","ENSG00000146963"
"7784","ENSG00000146966"
"7785","ENSG00000147003"
"7786","ENSG00000147010"
"7787","ENSG00000147027"
"7788","ENSG00000147041"
"7789","ENSG00000147044"
"7790","ENSG00000147050"
"7791","ENSG00000147059"
"7792","ENSG00000147065"
"7793","ENSG00000147082"
"7794","ENSG00000147099"
"7795","ENSG00000147100"
"7796","ENSG00000147113"
"7797","ENSG00000147117"
"7798","ENSG00000147118"
"7799","ENSG00000147119"
"7800","ENSG00000147121"
"7801","ENSG00000147123"
"7802","ENSG00000147124"
"7803","ENSG00000147127"
"7804","ENSG00000147130"
"7805","ENSG00000147133"
"7806","ENSG00000147140"
"7807","ENSG00000147144"
"7808","ENSG00000147155"
"7809","ENSG00000147162"
"7810","ENSG00000147164"
"7811","ENSG00000147166"
"7812","ENSG00000147168"
"7813","ENSG00000147174"
"7814","ENSG00000147180"
"7815","ENSG00000147202"
"7816","ENSG00000147224"
"7817","ENSG00000147231"
"7818","ENSG00000147234"
"7819","ENSG00000147251"
"7820","ENSG00000147255"
"7821","ENSG00000147274"
"7822","ENSG00000147316"
"7823","ENSG00000147324"
"7824","ENSG00000147364"
"7825","ENSG00000147382"
"7826","ENSG00000147383"
"7827","ENSG00000147394"
"7828","ENSG00000147400"
"7829","ENSG00000147403"
"7830","ENSG00000147408"
"7831","ENSG00000147416"
"7832","ENSG00000147419"
"7833","ENSG00000147421"
"7834","ENSG00000147434"
"7835","ENSG00000147437"
"7836","ENSG00000147439"
"7837","ENSG00000147443"
"7838","ENSG00000147454"
"7839","ENSG00000147457"
"7840","ENSG00000147459"
"7841","ENSG00000147471"
"7842","ENSG00000147475"
"7843","ENSG00000147485"
"7844","ENSG00000147509"
"7845","ENSG00000147526"
"7846","ENSG00000147533"
"7847","ENSG00000147535"
"7848","ENSG00000147536"
"7849","ENSG00000147548"
"7850","ENSG00000147570"
"7851","ENSG00000147573"
"7852","ENSG00000147576"
"7853","ENSG00000147586"
"7854","ENSG00000147592"
"7855","ENSG00000147601"
"7856","ENSG00000147604"
"7857","ENSG00000147642"
"7858","ENSG00000147649"
"7859","ENSG00000147650"
"7860","ENSG00000147654"
"7861","ENSG00000147669"
"7862","ENSG00000147676"
"7863","ENSG00000147677"
"7864","ENSG00000147679"
"7865","ENSG00000147684"
"7866","ENSG00000147687"
"7867","ENSG00000147789"
"7868","ENSG00000147799"
"7869","ENSG00000147804"
"7870","ENSG00000147813"
"7871","ENSG00000147852"
"7872","ENSG00000147853"
"7873","ENSG00000147854"
"7874","ENSG00000147862"
"7875","ENSG00000147872"
"7876","ENSG00000147874"
"7877","ENSG00000147883"
"7878","ENSG00000147889"
"7879","ENSG00000147894"
"7880","ENSG00000147905"
"7881","ENSG00000147912"
"7882","ENSG00000147955"
"7883","ENSG00000147996"
"7884","ENSG00000148019"
"7885","ENSG00000148053"
"7886","ENSG00000148057"
"7887","ENSG00000148082"
"7888","ENSG00000148090"
"7889","ENSG00000148110"
"7890","ENSG00000148120"
"7891","ENSG00000148143"
"7892","ENSG00000148153"
"7893","ENSG00000148154"
"7894","ENSG00000148158"
"7895","ENSG00000148175"
"7896","ENSG00000148180"
"7897","ENSG00000148187"
"7898","ENSG00000148200"
"7899","ENSG00000148204"
"7900","ENSG00000148218"
"7901","ENSG00000148219"
"7902","ENSG00000148225"
"7903","ENSG00000148229"
"7904","ENSG00000148248"
"7905","ENSG00000148288"
"7906","ENSG00000148290"
"7907","ENSG00000148291"
"7908","ENSG00000148296"
"7909","ENSG00000148297"
"7910","ENSG00000148300"
"7911","ENSG00000148303"
"7912","ENSG00000148308"
"7913","ENSG00000148331"
"7914","ENSG00000148334"
"7915","ENSG00000148335"
"7916","ENSG00000148337"
"7917","ENSG00000148339"
"7918","ENSG00000148341"
"7919","ENSG00000148343"
"7920","ENSG00000148344"
"7921","ENSG00000148346"
"7922","ENSG00000148356"
"7923","ENSG00000148358"
"7924","ENSG00000148362"
"7925","ENSG00000148384"
