"","x"
"11148","ENSG00000171566"
"11149","ENSG00000171574"
"11150","ENSG00000171587"
"11151","ENSG00000171596"
"11152","ENSG00000171603"
"11153","ENSG00000171604"
"11154","ENSG00000171606"
"11155","ENSG00000171608"
"11156","ENSG00000171612"
"11157","ENSG00000171617"
"11158","ENSG00000171621"
"11159","ENSG00000171631"
"11160","ENSG00000171634"
"11161","ENSG00000171649"
"11162","ENSG00000171657"
"11163","ENSG00000171658"
"11164","ENSG00000171659"
"11165","ENSG00000171680"
"11166","ENSG00000171681"
"11167","ENSG00000171700"
"11168","ENSG00000171703"
"11169","ENSG00000171714"
"11170","ENSG00000171720"
"11171","ENSG00000171723"
"11172","ENSG00000171724"
"11173","ENSG00000171729"
"11174","ENSG00000171735"
"11175","ENSG00000171757"
"11176","ENSG00000171759"
"11177","ENSG00000171763"
"11178","ENSG00000171766"
"11179","ENSG00000171777"
"11180","ENSG00000171786"
"11181","ENSG00000171790"
"11182","ENSG00000171791"
"11183","ENSG00000171792"
"11184","ENSG00000171793"
"11185","ENSG00000171798"
"11186","ENSG00000171806"
"11187","ENSG00000171811"
"11188","ENSG00000171812"
"11189","ENSG00000171813"
"11190","ENSG00000171815"
"11191","ENSG00000171817"
"11192","ENSG00000171823"
"11193","ENSG00000171824"
"11194","ENSG00000171827"
"11195","ENSG00000171840"
"11196","ENSG00000171843"
"11197","ENSG00000171847"
"11198","ENSG00000171848"
"11199","ENSG00000171853"
"11200","ENSG00000171858"
"11201","ENSG00000171860"
"11202","ENSG00000171861"
"11203","ENSG00000171862"
"11204","ENSG00000171863"
"11205","ENSG00000171865"
"11206","ENSG00000171867"
"11207","ENSG00000171873"
"11208","ENSG00000171877"
"11209","ENSG00000171885"
"11210","ENSG00000171903"
"11211","ENSG00000171914"
"11212","ENSG00000171928"
"11213","ENSG00000171931"
"11214","ENSG00000171940"
"11215","ENSG00000171943"
"11216","ENSG00000171951"
"11217","ENSG00000171953"
"11218","ENSG00000171960"
"11219","ENSG00000171962"
"11220","ENSG00000171970"
"11221","ENSG00000171984"
"11222","ENSG00000171988"
"11223","ENSG00000171992"
"11224","ENSG00000172000"
"11225","ENSG00000172006"
"11226","ENSG00000172007"
"11227","ENSG00000172009"
"11228","ENSG00000172014"
"11229","ENSG00000172031"
"11230","ENSG00000172037"
"11231","ENSG00000172046"
"11232","ENSG00000172053"
"11233","ENSG00000172057"
"11234","ENSG00000172058"
"11235","ENSG00000172059"
"11236","ENSG00000172061"
"11237","ENSG00000172062"
"11238","ENSG00000172071"
"11239","ENSG00000172081"
"11240","ENSG00000172086"
"11241","ENSG00000172113"
"11242","ENSG00000172115"
"11243","ENSG00000172123"
"11244","ENSG00000172137"
"11245","ENSG00000172159"
"11246","ENSG00000172164"
"11247","ENSG00000172167"
"11248","ENSG00000172171"
"11249","ENSG00000172172"
"11250","ENSG00000172175"
"11251","ENSG00000172183"
"11252","ENSG00000172197"
"11253","ENSG00000172201"
"11254","ENSG00000172215"
"11255","ENSG00000172216"
"11256","ENSG00000172236"
"11257","ENSG00000172239"
"11258","ENSG00000172243"
"11259","ENSG00000172244"
"11260","ENSG00000172247"
"11261","ENSG00000172250"
"11262","ENSG00000172260"
"11263","ENSG00000172262"
"11264","ENSG00000172264"
"11265","ENSG00000172269"
"11266","ENSG00000172270"
"11267","ENSG00000172273"
"11268","ENSG00000172292"
"11269","ENSG00000172296"
"11270","ENSG00000172301"
"11271","ENSG00000172315"
"11272","ENSG00000172331"
"11273","ENSG00000172336"
"11274","ENSG00000172339"
"11275","ENSG00000172340"
"11276","ENSG00000172345"
"11277","ENSG00000172346"
"11278","ENSG00000172348"
"11279","ENSG00000172349"
"11280","ENSG00000172350"
"11281","ENSG00000172354"
"11282","ENSG00000172361"
"11283","ENSG00000172366"
"11284","ENSG00000172367"
"11285","ENSG00000172375"
"11286","ENSG00000172379"
"11287","ENSG00000172380"
"11288","ENSG00000172382"
"11289","ENSG00000172403"
"11290","ENSG00000172409"
"11291","ENSG00000172425"
"11292","ENSG00000172426"
"11293","ENSG00000172428"
"11294","ENSG00000172432"
"11295","ENSG00000172456"
"11296","ENSG00000172458"
"11297","ENSG00000172460"
"11298","ENSG00000172465"
"11299","ENSG00000172466"
"11300","ENSG00000172469"
"11301","ENSG00000172476"
"11302","ENSG00000172478"
"11303","ENSG00000172482"
"11304","ENSG00000172493"
"11305","ENSG00000172500"
"11306","ENSG00000172508"
"11307","ENSG00000172530"
"11308","ENSG00000172531"
"11309","ENSG00000172534"
"11310","ENSG00000172548"
"11311","ENSG00000172572"
"11312","ENSG00000172575"
"11313","ENSG00000172578"
"11314","ENSG00000172586"
"11315","ENSG00000172590"
"11316","ENSG00000172594"
"11317","ENSG00000172602"
"11318","ENSG00000172613"
"11319","ENSG00000172638"
"11320","ENSG00000172650"
"11321","ENSG00000172660"
"11322","ENSG00000172661"
"11323","ENSG00000172663"
"11324","ENSG00000172667"
"11325","ENSG00000172671"
"11326","ENSG00000172687"
"11327","ENSG00000172689"
"11328","ENSG00000172716"
"11329","ENSG00000172725"
"11330","ENSG00000172728"
"11331","ENSG00000172731"
"11332","ENSG00000172732"
"11333","ENSG00000172733"
"11334","ENSG00000172738"
"11335","ENSG00000172748"
"11336","ENSG00000172757"
"11337","ENSG00000172765"
"11338","ENSG00000172766"
"11339","ENSG00000172771"
"11340","ENSG00000172775"
"11341","ENSG00000172780"
"11342","ENSG00000172782"
"11343","ENSG00000172785"
"11344","ENSG00000172789"
"11345","ENSG00000172794"
"11346","ENSG00000172795"
"11347","ENSG00000172799"
"11348","ENSG00000172803"
"11349","ENSG00000172809"
"11350","ENSG00000172817"
"11351","ENSG00000172818"
"11352","ENSG00000172819"
"11353","ENSG00000172824"
"11354","ENSG00000172828"
"11355","ENSG00000172830"
"11356","ENSG00000172831"
"11357","ENSG00000172840"
"11358","ENSG00000172845"
"11359","ENSG00000172869"
"11360","ENSG00000172878"
"11361","ENSG00000172888"
"11362","ENSG00000172889"
"11363","ENSG00000172890"
"11364","ENSG00000172893"
"11365","ENSG00000172901"
"11366","ENSG00000172915"
"11367","ENSG00000172922"
"11368","ENSG00000172927"
"11369","ENSG00000172932"
"11370","ENSG00000172935"
"11371","ENSG00000172936"
"11372","ENSG00000172939"
"11373","ENSG00000172943"
"11374","ENSG00000172954"
"11375","ENSG00000172955"
"11376","ENSG00000172965"
"11377","ENSG00000172971"
"11378","ENSG00000172974"
"11379","ENSG00000172977"
"11380","ENSG00000172985"
"11381","ENSG00000172986"
"11382","ENSG00000172992"
"11383","ENSG00000173011"
"11384","ENSG00000173013"
"11385","ENSG00000173020"
"11386","ENSG00000173039"
"11387","ENSG00000173040"
"11388","ENSG00000173041"
"11389","ENSG00000173064"
"11390","ENSG00000173065"
"11391","ENSG00000173068"
"11392","ENSG00000173077"
"11393","ENSG00000173083"
"11394","ENSG00000173085"
"11395","ENSG00000173088"
"11396","ENSG00000173110"
"11397","ENSG00000173113"
"11398","ENSG00000173114"
"11399","ENSG00000173120"
"11400","ENSG00000173124"
"11401","ENSG00000173137"
"11402","ENSG00000173141"
"11403","ENSG00000173145"
"11404","ENSG00000173153"
"11405","ENSG00000173156"
"11406","ENSG00000173163"
"11407","ENSG00000173166"
"11408","ENSG00000173171"
"11409","ENSG00000173175"
"11410","ENSG00000173193"
"11411","ENSG00000173198"
"11412","ENSG00000173200"
"11413","ENSG00000173207"
"11414","ENSG00000173209"
"11415","ENSG00000173210"
"11416","ENSG00000173212"
"11417","ENSG00000173213"
"11418","ENSG00000173214"
"11419","ENSG00000173218"
"11420","ENSG00000173221"
"11421","ENSG00000173226"
"11422","ENSG00000173227"
"11423","ENSG00000173230"
"11424","ENSG00000173231"
"11425","ENSG00000173239"
"11426","ENSG00000173253"
"11427","ENSG00000173258"
"11428","ENSG00000173264"
"11429","ENSG00000173267"
"11430","ENSG00000173269"
"11431","ENSG00000173272"
"11432","ENSG00000173273"
"11433","ENSG00000173275"
"11434","ENSG00000173276"
"11435","ENSG00000173281"
"11436","ENSG00000173295"
"11437","ENSG00000173320"
"11438","ENSG00000173327"
"11439","ENSG00000173334"
"11440","ENSG00000173369"
"11441","ENSG00000173372"
"11442","ENSG00000173376"
"11443","ENSG00000173391"
"11444","ENSG00000173401"
"11445","ENSG00000173402"
"11446","ENSG00000173406"
"11447","ENSG00000173409"
"11448","ENSG00000173418"
"11449","ENSG00000173436"
"11450","ENSG00000173442"
"11451","ENSG00000173451"
"11452","ENSG00000173456"
"11453","ENSG00000173457"
"11454","ENSG00000173465"
"11455","ENSG00000173473"
"11456","ENSG00000173480"
"11457","ENSG00000173482"
"11458","ENSG00000173486"
"11459","ENSG00000173511"
"11460","ENSG00000173517"
"11461","ENSG00000173530"
"11462","ENSG00000173531"
"11463","ENSG00000173535"
"11464","ENSG00000173542"
"11465","ENSG00000173545"
"11466","ENSG00000173546"
"11467","ENSG00000173548"
"11468","ENSG00000173559"
"11469","ENSG00000173566"
"11470","ENSG00000173567"
"11471","ENSG00000173575"
"11472","ENSG00000173581"
"11473","ENSG00000173588"
"11474","ENSG00000173598"
"11475","ENSG00000173599"
"11476","ENSG00000173611"
"11477","ENSG00000173614"
"11478","ENSG00000173621"
"11479","ENSG00000173626"
"11480","ENSG00000173638"
"11481","ENSG00000173641"
"11482","ENSG00000173653"
"11483","ENSG00000173660"
"11484","ENSG00000173674"
"11485","ENSG00000173678"
"11486","ENSG00000173681"
"11487","ENSG00000173692"
"11488","ENSG00000173698"
"11489","ENSG00000173705"
"11490","ENSG00000173706"
"11491","ENSG00000173715"
"11492","ENSG00000173726"
"11493","ENSG00000173727"
"11494","ENSG00000173728"
"11495","ENSG00000173744"
"11496","ENSG00000173757"
"11497","ENSG00000173786"
"11498","ENSG00000173801"
"11499","ENSG00000173805"
"11500","ENSG00000173809"
"11501","ENSG00000173811"
"11502","ENSG00000173812"
"11503","ENSG00000173818"
"11504","ENSG00000173821"
"11505","ENSG00000173825"
"11506","ENSG00000173838"
"11507","ENSG00000173846"
"11508","ENSG00000173848"
"11509","ENSG00000173852"
"11510","ENSG00000173867"
"11511","ENSG00000173868"
"11512","ENSG00000173875"
"11513","ENSG00000173876"
"11514","ENSG00000173889"
"11515","ENSG00000173890"
"11516","ENSG00000173894"
"11517","ENSG00000173898"
"11518","ENSG00000173905"
"11519","ENSG00000173914"
"11520","ENSG00000173915"
"11521","ENSG00000173917"
"11522","ENSG00000173918"
"11523","ENSG00000173926"
"11524","ENSG00000173928"
"11525","ENSG00000173930"
"11526","ENSG00000173933"
"11527","ENSG00000173947"
"11528","ENSG00000173950"
"11529","ENSG00000173960"
"11530","ENSG00000173988"
"11531","ENSG00000173991"
"11532","ENSG00000173992"
"11533","ENSG00000174004"
"11534","ENSG00000174007"
"11535","ENSG00000174010"
"11536","ENSG00000174013"
"11537","ENSG00000174021"
"11538","ENSG00000174028"
"11539","ENSG00000174032"
"11540","ENSG00000174059"
"11541","ENSG00000174080"
"11542","ENSG00000174083"
"11543","ENSG00000174093"
"11544","ENSG00000174099"
"11545","ENSG00000174100"
"11546","ENSG00000174106"
"11547","ENSG00000174109"
"11548","ENSG00000174111"
"11549","ENSG00000174125"
"11550","ENSG00000174130"
"11551","ENSG00000174132"
"11552","ENSG00000174136"
"11553","ENSG00000174137"
"11554","ENSG00000174145"
"11555","ENSG00000174151"
"11556","ENSG00000174156"
"11557","ENSG00000174165"
"11558","ENSG00000174171"
"11559","ENSG00000174173"
"11560","ENSG00000174175"
"11561","ENSG00000174177"
"11562","ENSG00000174194"
"11563","ENSG00000174196"
"11564","ENSG00000174197"
"11565","ENSG00000174206"
"11566","ENSG00000174225"
"11567","ENSG00000174227"
"11568","ENSG00000174231"
"11569","ENSG00000174233"
"11570","ENSG00000174236"
"11571","ENSG00000174238"
"11572","ENSG00000174243"
"11573","ENSG00000174255"
"11574","ENSG00000174276"
"11575","ENSG00000174282"
"11576","ENSG00000174292"
"11577","ENSG00000174306"
"11578","ENSG00000174307"
"11579","ENSG00000174326"
"11580","ENSG00000174327"
"11581","ENSG00000174343"
"11582","ENSG00000174348"
"11583","ENSG00000174353"
"11584","ENSG00000174365"
"11585","ENSG00000174368"
"11586","ENSG00000174370"
"11587","ENSG00000174371"
"11588","ENSG00000174373"
"11589","ENSG00000174374"
"11590","ENSG00000174384"
"11591","ENSG00000174405"
"11592","ENSG00000174428"
"11593","ENSG00000174437"
"11594","ENSG00000174442"
"11595","ENSG00000174444"
"11596","ENSG00000174446"
"11597","ENSG00000174448"
"11598","ENSG00000174456"
"11599","ENSG00000174469"
"11600","ENSG00000174482"
"11601","ENSG00000174483"
"11602","ENSG00000174485"
"11603","ENSG00000174498"
"11604","ENSG00000174500"
"11605","ENSG00000174501"
"11606","ENSG00000174514"
"11607","ENSG00000174516"
"11608","ENSG00000174521"
"11609","ENSG00000174529"
"11610","ENSG00000174547"
"11611","ENSG00000174564"
"11612","ENSG00000174567"
"11613","ENSG00000174574"
"11614","ENSG00000174579"
"11615","ENSG00000174586"
"11616","ENSG00000174599"
"11617","ENSG00000174600"
"11618","ENSG00000174606"
"11619","ENSG00000174607"
"11620","ENSG00000174611"
"11621","ENSG00000174628"
"11622","ENSG00000174640"
"11623","ENSG00000174652"
"11624","ENSG00000174669"
"11625","ENSG00000174672"
"11626","ENSG00000174680"
"11627","ENSG00000174684"
"11628","ENSG00000174695"
"11629","ENSG00000174705"
"11630","ENSG00000174718"
"11631","ENSG00000174720"
"11632","ENSG00000174721"
"11633","ENSG00000174738"
"11634","ENSG00000174740"
"11635","ENSG00000174744"
"11636","ENSG00000174748"
"11637","ENSG00000174749"
"11638","ENSG00000174775"
"11639","ENSG00000174780"
"11640","ENSG00000174788"
"11641","ENSG00000174791"
"11642","ENSG00000174792"
"11643","ENSG00000174796"
"11644","ENSG00000174799"
"11645","ENSG00000174804"
"11646","ENSG00000174807"
"11647","ENSG00000174808"
"11648","ENSG00000174827"
"11649","ENSG00000174837"
"11650","ENSG00000174839"
"11651","ENSG00000174840"
"11652","ENSG00000174842"
"11653","ENSG00000174851"
"11654","ENSG00000174871"
"11655","ENSG00000174876"
"11656","ENSG00000174886"
"11657","ENSG00000174891"
"11658","ENSG00000174899"
"11659","ENSG00000174903"
"11660","ENSG00000174912"
"11661","ENSG00000174915"
"11662","ENSG00000174917"
"11663","ENSG00000174928"
"11664","ENSG00000174938"
"11665","ENSG00000174939"
"11666","ENSG00000174943"
"11667","ENSG00000174944"
"11668","ENSG00000174945"
"11669","ENSG00000174950"
"11670","ENSG00000174951"
"11671","ENSG00000174953"
"11672","ENSG00000174977"
"11673","ENSG00000174989"
"11674","ENSG00000174996"
"11675","ENSG00000175003"
"11676","ENSG00000175029"
"11677","ENSG00000175040"
"11678","ENSG00000175048"
"11679","ENSG00000175054"
"11680","ENSG00000175061"
"11681","ENSG00000175063"
"11682","ENSG00000175066"
"11683","ENSG00000175073"
"11684","ENSG00000175084"
"11685","ENSG00000175087"
"11686","ENSG00000175093"
"11687","ENSG00000175104"
"11688","ENSG00000175105"
"11689","ENSG00000175106"
"11690","ENSG00000175110"
"11691","ENSG00000175115"
"11692","ENSG00000175130"
"11693","ENSG00000175137"
"11694","ENSG00000175147"
"11695","ENSG00000175155"
"11696","ENSG00000175161"
"11697","ENSG00000175164"
"11698","ENSG00000175166"
"11699","ENSG00000175170"
"11700","ENSG00000175175"
"11701","ENSG00000175182"
"11702","ENSG00000175183"
"11703","ENSG00000175193"
"11704","ENSG00000175197"
"11705","ENSG00000175198"
"11706","ENSG00000175203"
"11707","ENSG00000175213"
"11708","ENSG00000175215"
"11709","ENSG00000175216"
"11710","ENSG00000175220"
"11711","ENSG00000175221"
"11712","ENSG00000175224"
"11713","ENSG00000175229"
"11714","ENSG00000175264"
"11715","ENSG00000175265"
"11716","ENSG00000175267"
"11717","ENSG00000175274"
"11718","ENSG00000175279"
"11719","ENSG00000175283"
"11720","ENSG00000175287"
"11721","ENSG00000175294"
"11722","ENSG00000175305"
"11723","ENSG00000175309"
"11724","ENSG00000175315"
"11725","ENSG00000175318"
"11726","ENSG00000175322"
"11727","ENSG00000175324"
"11728","ENSG00000175334"
"11729","ENSG00000175344"
"11730","ENSG00000175348"
"11731","ENSG00000175352"
"11732","ENSG00000175354"
"11733","ENSG00000175356"
"11734","ENSG00000175376"
"11735","ENSG00000175387"
"11736","ENSG00000175390"
"11737","ENSG00000175395"
"11738","ENSG00000175414"
"11739","ENSG00000175416"
"11740","ENSG00000175426"
"11741","ENSG00000175445"
"11742","ENSG00000175449"
"11743","ENSG00000175455"
"11744","ENSG00000175463"
"11745","ENSG00000175467"
"11746","ENSG00000175470"
"11747","ENSG00000175471"
"11748","ENSG00000175482"
"11749","ENSG00000175489"
"11750","ENSG00000175497"
"11751","ENSG00000175505"
"11752","ENSG00000175536"
"11753","ENSG00000175538"
"11754","ENSG00000175544"
"11755","ENSG00000175548"
"11756","ENSG00000175550"
"11757","ENSG00000175556"
"11758","ENSG00000175564"
"11759","ENSG00000175567"
"11760","ENSG00000175573"
"11761","ENSG00000175575"
"11762","ENSG00000175581"
"11763","ENSG00000175582"
"11764","ENSG00000175591"
"11765","ENSG00000175592"
"11766","ENSG00000175595"
"11767","ENSG00000175600"
"11768","ENSG00000175602"
"11769","ENSG00000175606"
"11770","ENSG00000175611"
"11771","ENSG00000175634"
"11772","ENSG00000175643"
"11773","ENSG00000175662"
"11774","ENSG00000175676"
"11775","ENSG00000175691"
"11776","ENSG00000175697"
"11777","ENSG00000175701"
"11778","ENSG00000175707"
"11779","ENSG00000175711"
"11780","ENSG00000175727"
"11781","ENSG00000175730"
"11782","ENSG00000175741"
"11783","ENSG00000175745"
"11784","ENSG00000175756"
"11785","ENSG00000175764"
"11786","ENSG00000175768"
"11787","ENSG00000175772"
"11788","ENSG00000175773"
"11789","ENSG00000175782"
"11790","ENSG00000175785"
"11791","ENSG00000175787"
"11792","ENSG00000175792"
"11793","ENSG00000175793"
"11794","ENSG00000175806"
"11795","ENSG00000175826"
"11796","ENSG00000175832"
"11797","ENSG00000175854"
"11798","ENSG00000175857"
"11799","ENSG00000175866"
"11800","ENSG00000175873"
"11801","ENSG00000175874"
"11802","ENSG00000175879"
"11803","ENSG00000175886"
"11804","ENSG00000175893"
"11805","ENSG00000175895"
"11806","ENSG00000175898"
"11807","ENSG00000175899"
"11808","ENSG00000175906"
"11809","ENSG00000175911"
"11810","ENSG00000175920"
"11811","ENSG00000175928"
"11812","ENSG00000175931"
"11813","ENSG00000175938"
"11814","ENSG00000175970"
"11815","ENSG00000175984"
"11816","ENSG00000175985"
"11817","ENSG00000176014"
"11818","ENSG00000176018"
"11819","ENSG00000176022"
"11820","ENSG00000176024"
"11821","ENSG00000176029"
"11822","ENSG00000176046"
"11823","ENSG00000176049"
"11824","ENSG00000176055"
"11825","ENSG00000176058"
"11826","ENSG00000176076"
"11827","ENSG00000176087"
"11828","ENSG00000176092"
"11829","ENSG00000176095"
"11830","ENSG00000176101"
"11831","ENSG00000176102"
"11832","ENSG00000176105"
"11833","ENSG00000176108"
"11834","ENSG00000176124"
"11835","ENSG00000176125"
"11836","ENSG00000176142"
"11837","ENSG00000176148"
"11838","ENSG00000176153"
"11839","ENSG00000176155"
"11840","ENSG00000176165"
"11841","ENSG00000176170"
"11842","ENSG00000176171"
"11843","ENSG00000176182"
"11844","ENSG00000176208"
"11845","ENSG00000176209"
"11846","ENSG00000176222"
"11847","ENSG00000176225"
"11848","ENSG00000176227"
"11849","ENSG00000176236"
"11850","ENSG00000176244"
"11851","ENSG00000176248"
"11852","ENSG00000176261"
"11853","ENSG00000176268"
"11854","ENSG00000176273"
"11855","ENSG00000176274"
"11856","ENSG00000176293"
"11857","ENSG00000176340"
"11858","ENSG00000176371"
"11859","ENSG00000176381"
"11860","ENSG00000176383"
"11861","ENSG00000176386"
"11862","ENSG00000176387"
"11863","ENSG00000176390"
"11864","ENSG00000176393"
"11865","ENSG00000176396"
"11866","ENSG00000176399"
"11867","ENSG00000176401"
"11868","ENSG00000176406"
"11869","ENSG00000176407"
"11870","ENSG00000176410"
"11871","ENSG00000176422"
"11872","ENSG00000176428"
"11873","ENSG00000176435"
"11874","ENSG00000176438"
"11875","ENSG00000176444"
"11876","ENSG00000176454"
"11877","ENSG00000176463"
"11878","ENSG00000176472"
"11879","ENSG00000176473"
"11880","ENSG00000176476"
"11881","ENSG00000176485"
"11882","ENSG00000176490"
"11883","ENSG00000176531"
"11884","ENSG00000176532"
"11885","ENSG00000176533"
"11886","ENSG00000176542"
"11887","ENSG00000176563"
"11888","ENSG00000176593"
"11889","ENSG00000176595"
"11890","ENSG00000176597"
"11891","ENSG00000176619"
"11892","ENSG00000176623"
"11893","ENSG00000176624"
"11894","ENSG00000176641"
"11895","ENSG00000176658"
"11896","ENSG00000176678"
"11897","ENSG00000176681"
"11898","ENSG00000176692"
"11899","ENSG00000176697"
"11900","ENSG00000176700"
"11901","ENSG00000176714"
"11902","ENSG00000176715"
"11903","ENSG00000176720"
"11904","ENSG00000176723"
"11905","ENSG00000176731"
"11906","ENSG00000176732"
"11907","ENSG00000176749"
"11908","ENSG00000176753"
"11909","ENSG00000176761"
"11910","ENSG00000176769"
"11911","ENSG00000176771"
"11912","ENSG00000176783"
"11913","ENSG00000176788"
"11914","ENSG00000176809"
"11915","ENSG00000176826"
"11916","ENSG00000176834"
"11917","ENSG00000176842"
"11918","ENSG00000176845"
"11919","ENSG00000176853"
"11920","ENSG00000176855"
"11921","ENSG00000176857"
"11922","ENSG00000176871"
"11923","ENSG00000176884"
"11924","ENSG00000176887"
"11925","ENSG00000176890"
"11926","ENSG00000176894"
"11927","ENSG00000176896"
"11928","ENSG00000176903"
"11929","ENSG00000176907"
"11930","ENSG00000176909"
"11931","ENSG00000176915"
"11932","ENSG00000176919"
"11933","ENSG00000176920"
"11934","ENSG00000176927"
"11935","ENSG00000176928"
"11936","ENSG00000176933"
"11937","ENSG00000176945"
"11938","ENSG00000176946"
"11939","ENSG00000176953"
"11940","ENSG00000176970"
"11941","ENSG00000176973"
"11942","ENSG00000176974"
"11943","ENSG00000176978"
"11944","ENSG00000176986"
"11945","ENSG00000176994"
"11946","ENSG00000176998"
"11947","ENSG00000177000"
"11948","ENSG00000177025"
"11949","ENSG00000177030"
"11950","ENSG00000177034"
"11951","ENSG00000177042"
"11952","ENSG00000177045"
"11953","ENSG00000177051"
"11954","ENSG00000177054"
"11955","ENSG00000177058"
"11956","ENSG00000177076"
"11957","ENSG00000177082"
"11958","ENSG00000177084"
"11959","ENSG00000177096"
"11960","ENSG00000177098"
"11961","ENSG00000177105"
"11962","ENSG00000177106"
"11963","ENSG00000177119"
"11964","ENSG00000177125"
"11965","ENSG00000177133"
"11966","ENSG00000177144"
"11967","ENSG00000177150"
"11968","ENSG00000177156"
"11969","ENSG00000177169"
"11970","ENSG00000177173"
"11971","ENSG00000177181"
"11972","ENSG00000177189"
"11973","ENSG00000177191"
"11974","ENSG00000177192"
"11975","ENSG00000177197"
"11976","ENSG00000177200"
"11977","ENSG00000177225"
"11978","ENSG00000177236"
"11979","ENSG00000177239"
"11980","ENSG00000177272"
"11981","ENSG00000177283"
"11982","ENSG00000177302"
"11983","ENSG00000177303"
"11984","ENSG00000177311"
"11985","ENSG00000177335"
"11986","ENSG00000177337"
"11987","ENSG00000177340"
"11988","ENSG00000177352"
"11989","ENSG00000177354"
"11990","ENSG00000177359"
"11991","ENSG00000177370"
"11992","ENSG00000177374"
"11993","ENSG00000177380"
"11994","ENSG00000177383"
"11995","ENSG00000177406"
"11996","ENSG00000177409"
"11997","ENSG00000177410"
"11998","ENSG00000177414"
"11999","ENSG00000177425"
"12000","ENSG00000177426"
"12001","ENSG00000177427"
"12002","ENSG00000177432"
"12003","ENSG00000177447"
"12004","ENSG00000177453"
"12005","ENSG00000177459"
"12006","ENSG00000177463"
"12007","ENSG00000177464"
"12008","ENSG00000177465"
"12009","ENSG00000177469"
"12010","ENSG00000177479"
"12011","ENSG00000177483"
"12012","ENSG00000177485"
"12013","ENSG00000177494"
"12014","ENSG00000177508"
"12015","ENSG00000177519"
"12016","ENSG00000177542"
"12017","ENSG00000177548"
"12018","ENSG00000177556"
"12019","ENSG00000177565"
"12020","ENSG00000177570"
"12021","ENSG00000177575"
"12022","ENSG00000177576"
"12023","ENSG00000177595"
"12024","ENSG00000177599"
"12025","ENSG00000177600"
"12026","ENSG00000177602"
"12027","ENSG00000177606"
"12028","ENSG00000177613"
"12029","ENSG00000177614"
"12030","ENSG00000177628"
"12031","ENSG00000177640"
"12032","ENSG00000177646"
"12033","ENSG00000177663"
"12034","ENSG00000177666"
"12035","ENSG00000177674"
"12036","ENSG00000177675"
"12037","ENSG00000177679"
"12038","ENSG00000177683"
"12039","ENSG00000177685"
"12040","ENSG00000177692"
"12041","ENSG00000177694"
"12042","ENSG00000177697"
"12043","ENSG00000177700"
"12044","ENSG00000177706"
"12045","ENSG00000177707"
"12046","ENSG00000177710"
"12047","ENSG00000177721"
"12048","ENSG00000177728"
"12049","ENSG00000177731"
"12050","ENSG00000177732"
"12051","ENSG00000177733"
"12052","ENSG00000177738"
"12053","ENSG00000177757"
"12054","ENSG00000177764"
"12055","ENSG00000177770"
"12056","ENSG00000177788"
"12057","ENSG00000177803"
"12058","ENSG00000177807"
"12059","ENSG00000177822"
"12060","ENSG00000177830"
"12061","ENSG00000177839"
"12062","ENSG00000177842"
"12063","ENSG00000177853"
"12064","ENSG00000177854"
"12065","ENSG00000177855"
"12066","ENSG00000177868"
"12067","ENSG00000177873"
"12068","ENSG00000177875"
"12069","ENSG00000177879"
"12070","ENSG00000177885"
"12071","ENSG00000177888"
"12072","ENSG00000177889"
"12073","ENSG00000177917"
"12074","ENSG00000177932"
"12075","ENSG00000177943"
"12076","ENSG00000177946"
"12077","ENSG00000177951"
"12078","ENSG00000177954"
"12079","ENSG00000177963"
"12080","ENSG00000177971"
"12081","ENSG00000177981"
"12082","ENSG00000177989"
"12083","ENSG00000177990"
"12084","ENSG00000178015"
"12085","ENSG00000178026"
"12086","ENSG00000178028"
"12087","ENSG00000178031"
"12088","ENSG00000178033"
"12089","ENSG00000178035"
"12090","ENSG00000178038"
"12091","ENSG00000178053"
"12092","ENSG00000178057"
"12093","ENSG00000178074"
"12094","ENSG00000178075"
"12095","ENSG00000178078"
"12096","ENSG00000178081"
"12097","ENSG00000178082"
"12098","ENSG00000178093"
"12099","ENSG00000178096"
"12100","ENSG00000178104"
"12101","ENSG00000178105"
"12102","ENSG00000178115"
"12103","ENSG00000178125"
"12104","ENSG00000178127"
"12105","ENSG00000178146"
"12106","ENSG00000178149"
"12107","ENSG00000178150"
"12108","ENSG00000178162"
"12109","ENSG00000178163"
"12110","ENSG00000178175"
"12111","ENSG00000178177"
"12112","ENSG00000178184"
"12113","ENSG00000178187"
"12114","ENSG00000178188"
"12115","ENSG00000178199"
"12116","ENSG00000178201"
"12117","ENSG00000178202"
"12118","ENSG00000178209"
"12119","ENSG00000178222"
"12120","ENSG00000178226"
"12121","ENSG00000178229"
"12122","ENSG00000178233"
"12123","ENSG00000178234"
"12124","ENSG00000178252"
"12125","ENSG00000178295"
"12126","ENSG00000178297"
"12127","ENSG00000178301"
"12128","ENSG00000178307"
"12129","ENSG00000178338"
"12130","ENSG00000178381"
"12131","ENSG00000178385"
"12132","ENSG00000178386"
"12133","ENSG00000178397"
"12134","ENSG00000178401"
"12135","ENSG00000178409"
"12136","ENSG00000178425"
"12137","ENSG00000178429"
"12138","ENSG00000178440"
"12139","ENSG00000178445"
"12140","ENSG00000178449"
"12141","ENSG00000178458"
"12142","ENSG00000178460"
"12143","ENSG00000178464"
"12144","ENSG00000178467"
"12145","ENSG00000178498"
"12146","ENSG00000178502"
